Agent,Campaign,Campaign Type,Disposition,Date,Lead,Contact,RPC,Sale
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-07,2,2,2,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-08,1,1,1,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-11,4,4,4,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-12,4,4,4,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-13,4,4,4,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-15,3,3,3,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-18,9,9,9,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-19,6,6,6,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-20,2,2,2,0
KKhoza,Waiver,Life,Client Hangup - Pitched ,2026-05-21,1,1,1,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-04,82,82,82,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-05,47,47,47,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-06,27,27,27,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-07,42,42,42,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-08,34,34,34,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-09,32,32,32,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-11,53,53,53,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-12,58,58,58,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-13,74,74,74,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-15,55,55,55,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-18,85,85,85,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-19,64,64,64,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-20,73,73,73,0
KKhoza,Waiver,Life,Client hangup - No pitch,2026-05-21,1,1,1,0
KKhoza,Waiver,Life,Client not Available ,2026-05-04,8,8,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-05,7,7,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-06,4,4,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-07,7,7,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-08,5,5,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-09,3,3,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-11,10,10,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-12,6,6,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-13,5,5,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-15,3,3,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-18,8,8,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-19,6,6,0,0
KKhoza,Waiver,Life,Client not Available ,2026-05-20,6,6,0,0
KKhoza,Waiver,Life,Confirmed Deceased,2026-05-07,1,1,0,0
KKhoza,Waiver,Life,Confirmed Deceased,2026-05-13,1,1,0,0
KKhoza,Waiver,Life,Confirmed Deceased,2026-05-15,1,1,0,0
KKhoza,Waiver,Life,Confirmed Deceased,2026-05-19,2,2,0,0
KKhoza,Waiver,Life,Confirmed Deceased,2026-05-20,1,1,0,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-04,1,1,1,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-06,1,1,1,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-08,1,1,1,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-09,1,1,1,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-11,2,2,2,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-13,1,1,1,0
KKhoza,Waiver,Life,Customer Prefers Branch,2026-05-19,3,3,3,0
KKhoza,Waiver,Life,Disconnected,2026-05-06,1,0,0,0
KKhoza,Waiver,Life,Do Not Call,2026-05-04,1,1,1,0
KKhoza,Waiver,Life,Do not qualify,2026-05-04,1,1,1,0
KKhoza,Waiver,Life,Do not qualify,2026-05-05,3,3,3,0
KKhoza,Waiver,Life,Do not qualify,2026-05-06,4,4,4,0
KKhoza,Waiver,Life,Do not qualify,2026-05-07,4,4,4,0
KKhoza,Waiver,Life,Do not qualify,2026-05-08,2,2,2,0
KKhoza,Waiver,Life,Do not qualify,2026-05-09,1,1,1,0
KKhoza,Waiver,Life,Do not qualify,2026-05-11,3,3,3,0
KKhoza,Waiver,Life,Do not qualify,2026-05-13,3,3,3,0
KKhoza,Waiver,Life,Do not qualify,2026-05-15,1,1,1,0
KKhoza,Waiver,Life,Do not qualify,2026-05-18,2,2,2,0
KKhoza,Waiver,Life,Do not qualify,2026-05-19,3,3,3,0
KKhoza,Waiver,Life,Do not qualify,2026-05-20,4,4,4,0
KKhoza,Waiver,Life,Existing clients,2026-05-05,1,1,1,0
KKhoza,Waiver,Life,Existing clients,2026-05-06,1,1,1,0
KKhoza,Waiver,Life,Language Barrier,2026-05-04,1,1,1,0
KKhoza,Waiver,Life,Language Barrier,2026-05-07,1,1,1,0
KKhoza,Waiver,Life,Language Barrier,2026-05-08,2,2,2,0
KKhoza,Waiver,Life,Language Barrier,2026-05-11,5,5,5,0
KKhoza,Waiver,Life,Language Barrier,2026-05-13,2,2,2,0
KKhoza,Waiver,Life,Language Barrier,2026-05-15,1,1,1,0
KKhoza,Waiver,Life,Language Barrier,2026-05-18,1,1,1,0
KKhoza,Waiver,Life,Language Barrier,2026-05-19,2,2,2,0
KKhoza,Waiver,Life,Language Barrier,2026-05-20,1,1,1,0
KKhoza,Waiver,Life,No Answer,2026-05-06,3,0,0,0
KKhoza,Waiver,Life,No Answer,2026-05-18,1,0,0,0
KKhoza,Waiver,Life,Not Interested,2026-05-04,30,30,30,0
KKhoza,Waiver,Life,Not Interested,2026-05-05,24,24,24,0
KKhoza,Waiver,Life,Not Interested,2026-05-06,18,18,18,0
KKhoza,Waiver,Life,Not Interested,2026-05-07,19,19,19,0
KKhoza,Waiver,Life,Not Interested,2026-05-08,13,13,13,0
KKhoza,Waiver,Life,Not Interested,2026-05-09,8,8,8,0
KKhoza,Waiver,Life,Not Interested,2026-05-11,21,21,21,0
KKhoza,Waiver,Life,Not Interested,2026-05-12,25,25,25,0
KKhoza,Waiver,Life,Not Interested,2026-05-13,22,22,22,0
KKhoza,Waiver,Life,Not Interested,2026-05-15,17,17,17,0
KKhoza,Waiver,Life,Not Interested,2026-05-18,16,16,16,0
KKhoza,Waiver,Life,Not Interested,2026-05-19,19,19,19,0
KKhoza,Waiver,Life,Not Interested,2026-05-20,19,19,19,0
KKhoza,Waiver,Life,Pensioner,2026-05-04,1,1,1,0
KKhoza,Waiver,Life,Pensioner,2026-05-08,1,1,1,0
KKhoza,Waiver,Life,Pensioner,2026-05-11,1,1,1,0
KKhoza,Waiver,Life,Pensioner,2026-05-18,1,1,1,0
KKhoza,Waiver,Life,Referral Sale Funeral,2026-05-19,1,1,1,0
KKhoza,Waiver,Life,SALE,2026-05-04,1,1,1,1
KKhoza,Waiver,Life,SALE,2026-05-05,1,1,1,1
KKhoza,Waiver,Life,SALE,2026-05-06,3,3,3,3
KKhoza,Waiver,Life,SALE,2026-05-07,4,4,4,4
KKhoza,Waiver,Life,SALE,2026-05-08,5,5,5,5
KKhoza,Waiver,Life,SALE,2026-05-09,3,3,3,3
KKhoza,Waiver,Life,SALE,2026-05-11,3,3,3,3
KKhoza,Waiver,Life,SALE,2026-05-12,6,6,6,6
KKhoza,Waiver,Life,SALE,2026-05-13,6,6,6,6
KKhoza,Waiver,Life,SALE,2026-05-15,5,5,5,5
KKhoza,Waiver,Life,SALE,2026-05-18,6,6,6,6
KKhoza,Waiver,Life,SALE,2026-05-19,5,5,5,5
KKhoza,Waiver,Life,SALE,2026-05-20,6,6,6,6
KKhoza,Waiver,Life,Sale 2 Premium ,2026-05-04,1,1,1,1
KKhoza,Waiver,Life,Underage,2026-05-18,1,1,1,0
KKhoza,Waiver,Life,Unemployed,2026-05-04,2,2,2,0
KKhoza,Waiver,Life,Unemployed,2026-05-05,2,2,2,0
KKhoza,Waiver,Life,Unemployed,2026-05-07,1,1,1,0
KKhoza,Waiver,Life,Unemployed,2026-05-08,2,2,2,0
KKhoza,Waiver,Life,Unemployed,2026-05-09,2,2,2,0
KKhoza,Waiver,Life,Unemployed,2026-05-11,4,4,4,0
KKhoza,Waiver,Life,Unemployed,2026-05-12,2,2,2,0
KKhoza,Waiver,Life,Unemployed,2026-05-13,2,2,2,0
KKhoza,Waiver,Life,Unemployed,2026-05-15,4,4,4,0
KKhoza,Waiver,Life,Unemployed,2026-05-18,3,3,3,0
KKhoza,Waiver,Life,Unemployed,2026-05-19,7,7,7,0
KKhoza,Waiver,Life,Unemployed,2026-05-20,2,2,2,0
KKhoza,Waiver,Life,Wrong number ,2026-05-04,59,59,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-05,34,34,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-06,22,22,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-07,42,42,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-08,21,21,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-09,13,13,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-11,27,27,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-12,28,28,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-13,56,56,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-15,33,33,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-18,40,40,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-19,28,28,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-20,25,25,0,0
KKhoza,Waiver,Life,Wrong number ,2026-05-21,1,1,0,0
KLekgetho,Waiver,Life,Affordability,2026-05-04,9,9,9,0
KLekgetho,Waiver,Life,Affordability,2026-05-05,5,5,5,0
KLekgetho,Waiver,Life,Affordability,2026-05-06,7,7,7,0
KLekgetho,Waiver,Life,Affordability,2026-05-07,7,7,7,0
KLekgetho,Waiver,Life,Affordability,2026-05-08,2,2,2,0
KLekgetho,Waiver,Life,Affordability,2026-05-09,6,6,6,0
KLekgetho,Waiver,Life,Affordability,2026-05-12,11,11,11,0
KLekgetho,Waiver,Life,Affordability,2026-05-13,4,4,4,0
KLekgetho,Waiver,Life,Affordability,2026-05-14,2,2,2,0
KLekgetho,Waiver,Life,Affordability,2026-05-15,4,4,4,0
KLekgetho,Waiver,Life,Affordability,2026-05-19,7,7,7,0
KLekgetho,Waiver,Life,Affordability,2026-05-20,8,8,8,0
KLekgetho,Waiver,Life,Affordability,2026-05-21,1,1,1,0
KLekgetho,Waiver,Life,Already contacted ,2026-05-05,1,1,1,0
KLekgetho,Waiver,Life,Already contacted ,2026-05-07,1,1,1,0
KLekgetho,Waiver,Life,Already contacted ,2026-05-12,1,1,1,0
KLekgetho,Waiver,Life,Already contacted ,2026-05-14,1,1,1,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-06,9,0,0,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-07,1,0,0,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-12,1,0,0,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-15,3,0,0,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-19,1,0,0,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-20,4,0,0,0
KLekgetho,Waiver,Life,Answering Machine,2026-05-21,1,0,0,0
KLekgetho,Waiver,Life,Auto Alt-Dialling,2026-05-06,3,0,0,0
KLekgetho,Waiver,Life,Auto Alt-Dialling,2026-05-15,3,0,0,0
KLekgetho,Waiver,Life,Auto Alt-Dialling,2026-05-20,10,0,0,0
KLekgetho,Waiver,Life,Auto Alt-Dialling,2026-05-21,1,0,0,0
KLekgetho,Waiver,Life,Busy ,2026-05-06,1,0,0,0
KLekgetho,Waiver,Life,Busy ,2026-05-15,1,0,0,0
KLekgetho,Waiver,Life,Busy ,2026-05-20,2,0,0,0
KLekgetho,Waiver,Life,Callback New Lead,2026-05-04,1,1,1,0
KLekgetho,Waiver,Life,Callback New Lead,2026-05-13,1,1,1,0
KLekgetho,Waiver,Life,Callback New Lead,2026-05-20,1,1,1,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-04,1,1,1,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-05,1,1,1,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-06,2,2,2,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-09,2,2,2,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-12,7,7,7,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-13,3,3,3,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-14,2,2,2,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-15,4,4,4,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-19,8,8,8,0
KLekgetho,Waiver,Life,Client Hangup - Pitched ,2026-05-20,7,7,7,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-04,121,121,121,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-05,40,40,40,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-06,42,42,42,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-07,78,78,78,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-08,55,55,55,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-09,37,37,37,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-12,40,40,40,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-13,42,42,42,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-14,17,17,17,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-15,55,55,55,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-19,17,17,17,0
KLekgetho,Waiver,Life,Client hangup - No pitch,2026-05-20,27,27,27,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-04,22,22,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-05,16,16,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-06,2,2,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-07,14,14,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-08,6,6,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-09,10,10,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-12,6,6,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-13,6,6,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-14,4,4,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-15,21,21,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-19,9,9,0,0
KLekgetho,Waiver,Life,Client not Available ,2026-05-20,18,18,0,0
KLekgetho,Waiver,Life,Confirmed Deceased,2026-05-08,1,1,0,0
KLekgetho,Waiver,Life,Confirmed Deceased,2026-05-20,1,1,0,0
KLekgetho,Waiver,Life,Customer Prefers Branch,2026-05-09,1,1,1,0
KLekgetho,Waiver,Life,Customer Prefers Branch,2026-05-12,1,1,1,0
KLekgetho,Waiver,Life,Customer Prefers Branch,2026-05-13,1,1,1,0
KLekgetho,Waiver,Life,Customer Prefers Branch,2026-05-14,2,2,2,0
KLekgetho,Waiver,Life,Customer Prefers Branch,2026-05-19,1,1,1,0
KLekgetho,Waiver,Life,Customer Prefers Branch,2026-05-20,2,2,2,0
KLekgetho,Waiver,Life,Disconnected,2026-05-06,2,0,0,0
KLekgetho,Waiver,Life,Disconnected,2026-05-15,1,0,0,0
KLekgetho,Waiver,Life,Disconnected,2026-05-20,4,0,0,0
KLekgetho,Waiver,Life,Disconnected,2026-05-21,1,0,0,0
KLekgetho,Waiver,Life,Do not qualify,2026-05-15,2,2,2,0
KLekgetho,Waiver,Life,Do not qualify,2026-05-20,1,1,1,0
KLekgetho,Waiver,Life,Existing clients,2026-05-04,2,2,2,0
KLekgetho,Waiver,Life,Existing clients,2026-05-06,2,2,2,0
KLekgetho,Waiver,Life,Inbound Call,2026-05-20,1,0,0,0
KLekgetho,Waiver,Life,Language Barrier,2026-05-09,1,1,1,0
KLekgetho,Waiver,Life,Language Barrier,2026-05-14,2,2,2,0
KLekgetho,Waiver,Life,Language Barrier,2026-05-15,2,2,2,0
KLekgetho,Waiver,Life,Language Barrier,2026-05-19,1,1,1,0
KLekgetho,Waiver,Life,Language Barrier,2026-05-20,3,3,3,0
KLekgetho,Waiver,Life,No Answer,2026-05-15,1,0,0,0
KLekgetho,Waiver,Life,No Answer,2026-05-20,3,0,0,0
KLekgetho,Waiver,Life,No Answer,2026-05-21,2,0,0,0
KLekgetho,Waiver,Life,Non South African ,2026-05-07,1,1,0,0
KLekgetho,Waiver,Life,Non South African ,2026-05-15,1,1,0,0
KLekgetho,Waiver,Life,Non South African ,2026-05-20,2,2,0,0
KLekgetho,Waiver,Life,Not Interested,2026-05-06,1,1,1,0
KLekgetho,Waiver,Life,Not Interested,2026-05-07,1,1,1,0
KLekgetho,Waiver,Life,Not Interested,2026-05-09,6,6,6,0
KLekgetho,Waiver,Life,Not Interested,2026-05-12,16,16,16,0
KLekgetho,Waiver,Life,Not Interested,2026-05-13,8,8,8,0
KLekgetho,Waiver,Life,Not Interested,2026-05-14,7,7,7,0
KLekgetho,Waiver,Life,Not Interested,2026-05-15,9,9,9,0
KLekgetho,Waiver,Life,Not Interested,2026-05-19,7,7,7,0
KLekgetho,Waiver,Life,Not Interested,2026-05-20,10,10,10,0
KLekgetho,Waiver,Life,Not Interested,2026-05-21,1,1,1,0
KLekgetho,Waiver,Life,SALE,2026-05-04,2,2,2,2
KLekgetho,Waiver,Life,SALE,2026-05-05,2,2,2,2
KLekgetho,Waiver,Life,SALE,2026-05-06,2,2,2,2
KLekgetho,Waiver,Life,SALE,2026-05-07,4,4,4,4
KLekgetho,Waiver,Life,SALE,2026-05-08,6,6,6,6
KLekgetho,Waiver,Life,SALE,2026-05-12,3,3,3,3
KLekgetho,Waiver,Life,SALE,2026-05-13,8,8,8,8
KLekgetho,Waiver,Life,SALE,2026-05-14,9,9,9,9
KLekgetho,Waiver,Life,SALE,2026-05-15,3,3,3,3
KLekgetho,Waiver,Life,SALE,2026-05-19,8,8,8,8
KLekgetho,Waiver,Life,SALE,2026-05-20,6,6,6,6
KLekgetho,Waiver,Life,Underage,2026-05-04,1,1,1,0
KLekgetho,Waiver,Life,Unemployed,2026-05-04,1,1,1,0
KLekgetho,Waiver,Life,Unemployed,2026-05-05,1,1,1,0
KLekgetho,Waiver,Life,Unemployed,2026-05-09,1,1,1,0
KLekgetho,Waiver,Life,Unemployed,2026-05-12,3,3,3,0
KLekgetho,Waiver,Life,Unemployed,2026-05-13,1,1,1,0
KLekgetho,Waiver,Life,Unemployed,2026-05-14,3,3,3,0
KLekgetho,Waiver,Life,Unemployed,2026-05-15,2,2,2,0
KLekgetho,Waiver,Life,Unemployed,2026-05-19,4,4,4,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-04,31,31,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-05,29,29,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-06,13,13,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-07,29,29,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-08,22,22,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-09,20,20,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-12,25,25,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-13,26,26,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-14,20,20,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-15,34,34,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-19,19,19,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-20,23,23,0,0
KLekgetho,Waiver,Life,Wrong number ,2026-05-21,1,1,0,0
KMadia,Device Insurance,Non-Life,Dropped Call,2026-05-07,1,0,0,0
KMadia,Waiver,Life,Affordability,2026-05-06,1,1,1,0
KMadia,Waiver,Life,Affordability,2026-05-07,2,2,2,0
KMadia,Waiver,Life,Affordability,2026-05-08,2,2,2,0
KMadia,Waiver,Life,Affordability,2026-05-09,1,1,1,0
KMadia,Waiver,Life,Affordability,2026-05-11,1,1,1,0
KMadia,Waiver,Life,Affordability,2026-05-12,8,8,8,0
KMadia,Waiver,Life,Affordability,2026-05-14,3,3,3,0
KMadia,Waiver,Life,Affordability,2026-05-15,2,2,2,0
KMadia,Waiver,Life,Affordability,2026-05-18,2,2,2,0
KMadia,Waiver,Life,Affordability,2026-05-19,3,3,3,0
KMadia,Waiver,Life,Affordability,2026-05-20,7,7,7,0
KMadia,Waiver,Life,Answering Machine,2026-05-06,17,0,0,0
KMadia,Waiver,Life,Answering Machine,2026-05-11,6,0,0,0
KMadia,Waiver,Life,Answering Machine,2026-05-15,3,0,0,0
KMadia,Waiver,Life,Answering Machine,2026-05-18,10,0,0,0
KMadia,Waiver,Life,Answering Machine,2026-05-20,19,0,0,0
KMadia,Waiver,Life,Answering Machine,2026-05-21,1,0,0,0
KMadia,Waiver,Life,Auto Alt-Dialling,2026-05-06,4,0,0,0
KMadia,Waiver,Life,Auto Alt-Dialling,2026-05-15,5,0,0,0
KMadia,Waiver,Life,Auto Alt-Dialling,2026-05-18,1,0,0,0
KMadia,Waiver,Life,Auto Alt-Dialling,2026-05-20,3,0,0,0
KMadia,Waiver,Life,Busy ,2026-05-06,2,0,0,0
KMadia,Waiver,Life,Busy ,2026-05-15,1,0,0,0
KMadia,Waiver,Life,Busy ,2026-05-18,4,0,0,0
KMadia,Waiver,Life,Busy ,2026-05-20,1,0,0,0
KMadia,Waiver,Life,Callback New Lead,2026-05-11,1,1,1,0
KMadia,Waiver,Life,Callback New Lead,2026-05-12,1,1,1,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-06,3,3,3,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-07,3,3,3,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-08,4,4,4,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-09,1,1,1,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-11,4,4,4,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-12,8,8,8,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-13,9,9,9,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-14,18,18,18,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-15,32,32,32,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-18,24,24,24,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-19,40,40,40,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-20,38,38,38,0
KMadia,Waiver,Life,Client Hangup - Pitched ,2026-05-21,1,1,1,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-06,46,46,46,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-07,71,71,71,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-08,48,48,48,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-09,23,23,23,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-11,72,72,72,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-12,72,72,72,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-13,54,54,54,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-14,22,22,22,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-15,24,24,24,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-18,45,45,45,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-19,38,38,38,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-20,44,44,44,0
KMadia,Waiver,Life,Client hangup - No pitch,2026-05-21,3,3,3,0
KMadia,Waiver,Life,Client not Available ,2026-05-06,4,4,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-07,7,7,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-08,10,10,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-09,8,8,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-11,8,8,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-12,10,10,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-13,7,7,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-14,7,7,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-15,5,5,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-18,8,8,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-19,17,17,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-20,15,15,0,0
KMadia,Waiver,Life,Client not Available ,2026-05-21,1,1,0,0
KMadia,Waiver,Life,Confirmed Deceased,2026-05-08,1,1,0,0
KMadia,Waiver,Life,Confirmed Deceased,2026-05-11,1,1,0,0
KMadia,Waiver,Life,Confirmed Deceased,2026-05-18,1,1,0,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-06,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-07,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-08,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-12,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-13,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-14,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-18,1,1,1,0
KMadia,Waiver,Life,Customer Prefers Branch,2026-05-20,1,1,1,0
KMadia,Waiver,Life,Do Not Call,2026-05-15,1,1,1,0
KMadia,Waiver,Life,Do Not Call,2026-05-20,1,1,1,0
KMadia,Waiver,Life,Do not qualify,2026-05-14,1,1,1,0
KMadia,Waiver,Life,Do not qualify,2026-05-19,1,1,1,0
KMadia,Waiver,Life,Do not qualify,2026-05-20,1,1,1,0
KMadia,Waiver,Life,Dropped Call,2026-05-06,1,0,0,0
KMadia,Waiver,Life,Dropped Call,2026-05-18,1,0,0,0
KMadia,Waiver,Life,Dropped Call,2026-05-20,1,0,0,0
KMadia,Waiver,Life,Inbound Call,2026-05-12,2,0,0,0
KMadia,Waiver,Life,Language Barrier,2026-05-07,1,1,1,0
KMadia,Waiver,Life,Language Barrier,2026-05-08,1,1,1,0
KMadia,Waiver,Life,Language Barrier,2026-05-12,1,1,1,0
KMadia,Waiver,Life,Language Barrier,2026-05-13,1,1,1,0
KMadia,Waiver,Life,Language Barrier,2026-05-14,1,1,1,0
KMadia,Waiver,Life,Language Barrier,2026-05-18,1,1,1,0
KMadia,Waiver,Life,No Answer,2026-05-06,1,0,0,0
KMadia,Waiver,Life,No Answer,2026-05-11,1,0,0,0
KMadia,Waiver,Life,No Answer,2026-05-15,2,0,0,0
KMadia,Waiver,Life,No Answer,2026-05-20,2,0,0,0
KMadia,Waiver,Life,Not Interested,2026-05-06,22,22,22,0
KMadia,Waiver,Life,Not Interested,2026-05-07,32,32,32,0
KMadia,Waiver,Life,Not Interested,2026-05-08,15,15,15,0
KMadia,Waiver,Life,Not Interested,2026-05-09,10,10,10,0
KMadia,Waiver,Life,Not Interested,2026-05-11,21,21,21,0
KMadia,Waiver,Life,Not Interested,2026-05-12,28,28,28,0
KMadia,Waiver,Life,Not Interested,2026-05-13,35,35,35,0
