Agent,Campaign,Campaign Type,Disposition,Date,Lead,Contact,RPC,Sale
AHeneke,Waiver,Life,Referral Funeral,2026-05-19,1,1,1,0
ANcube,Waiver,Life,No Answer,2026-05-13,1,0,0,0
ANgudlumana,Waiver,Life,Affordability,2026-05-04,12,12,12,0
ANgudlumana,Waiver,Life,Affordability,2026-05-05,16,16,16,0
ANgudlumana,Waiver,Life,Affordability,2026-05-06,6,6,6,0
ANgudlumana,Waiver,Life,Affordability,2026-05-07,14,14,14,0
ANgudlumana,Waiver,Life,Affordability,2026-05-08,3,3,3,0
ANgudlumana,Waiver,Life,Affordability,2026-05-09,7,7,7,0
ANgudlumana,Waiver,Life,Affordability,2026-05-11,7,7,7,0
ANgudlumana,Waiver,Life,Affordability,2026-05-12,17,17,17,0
ANgudlumana,Waiver,Life,Affordability,2026-05-13,20,20,20,0
ANgudlumana,Waiver,Life,Affordability,2026-05-14,8,8,8,0
ANgudlumana,Waiver,Life,Affordability,2026-05-15,11,11,11,0
ANgudlumana,Waiver,Life,Affordability,2026-05-18,10,10,10,0
ANgudlumana,Waiver,Life,Affordability,2026-05-19,10,10,10,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-04,6,6,6,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-05,5,5,5,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-06,5,5,5,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-07,1,1,1,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-08,1,1,1,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-09,2,2,2,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-11,4,4,4,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-12,2,2,2,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-13,2,2,2,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-14,4,4,4,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-15,1,1,1,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-18,3,3,3,0
ANgudlumana,Waiver,Life,Already contacted ,2026-05-19,3,3,3,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-05,1,0,0,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-06,29,0,0,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-11,3,0,0,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-12,1,0,0,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-13,1,0,0,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-15,10,0,0,0
ANgudlumana,Waiver,Life,Answering Machine,2026-05-18,6,0,0,0
ANgudlumana,Waiver,Life,Auto Alt-Dialling,2026-05-06,9,0,0,0
ANgudlumana,Waiver,Life,Auto Alt-Dialling,2026-05-07,1,0,0,0
ANgudlumana,Waiver,Life,Auto Alt-Dialling,2026-05-11,4,0,0,0
ANgudlumana,Waiver,Life,Auto Alt-Dialling,2026-05-15,9,0,0,0
ANgudlumana,Waiver,Life,Auto Alt-Dialling,2026-05-19,1,0,0,0
ANgudlumana,Waiver,Life,Busy ,2026-05-06,3,0,0,0
ANgudlumana,Waiver,Life,Busy ,2026-05-11,1,0,0,0
ANgudlumana,Waiver,Life,Busy ,2026-05-15,2,0,0,0
ANgudlumana,Waiver,Life,Callback New Lead,2026-05-11,1,1,1,0
ANgudlumana,Waiver,Life,Callback New Lead,2026-05-15,1,1,1,0
ANgudlumana,Waiver,Life,Callback New Lead,2026-05-18,4,4,4,0
ANgudlumana,Waiver,Life,Callback New Lead,2026-05-19,3,3,3,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-04,13,13,13,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-05,4,4,4,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-06,5,5,5,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-07,12,12,12,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-08,2,2,2,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-09,8,8,8,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-11,7,7,7,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-12,17,17,17,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-13,15,15,15,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-14,19,19,19,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-15,16,16,16,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-18,25,25,25,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-19,27,27,27,0
ANgudlumana,Waiver,Life,Client Hangup - Pitched ,2026-05-21,1,1,1,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-04,60,60,60,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-05,42,42,42,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-06,37,37,37,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-07,45,45,45,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-08,34,34,34,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-09,25,25,25,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-11,40,40,40,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-12,49,49,49,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-13,46,46,46,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-14,38,38,38,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-15,52,52,52,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-18,62,62,62,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-19,61,61,61,0
ANgudlumana,Waiver,Life,Client hangup - No pitch,2026-05-21,1,1,1,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-04,13,13,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-05,6,6,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-06,6,6,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-07,6,6,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-08,4,4,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-09,5,5,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-11,5,5,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-12,10,10,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-13,10,10,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-14,4,4,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-15,3,3,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-18,7,7,0,0
ANgudlumana,Waiver,Life,Client not Available ,2026-05-19,9,9,0,0
ANgudlumana,Waiver,Life,Confirmed Deceased,2026-05-05,3,3,0,0
ANgudlumana,Waiver,Life,Confirmed Deceased,2026-05-08,1,1,0,0
ANgudlumana,Waiver,Life,Confirmed Deceased,2026-05-12,1,1,0,0
ANgudlumana,Waiver,Life,Confirmed Deceased,2026-05-13,1,1,0,0
ANgudlumana,Waiver,Life,Customer Prefers Branch,2026-05-04,1,1,1,0
ANgudlumana,Waiver,Life,Customer Prefers Branch,2026-05-08,1,1,1,0
ANgudlumana,Waiver,Life,Customer Prefers Branch,2026-05-12,2,2,2,0
ANgudlumana,Waiver,Life,Customer Prefers Branch,2026-05-13,1,1,1,0
ANgudlumana,Waiver,Life,Customer Prefers Branch,2026-05-15,2,2,2,0
ANgudlumana,Waiver,Life,Customer Prefers Branch,2026-05-19,1,1,1,0
ANgudlumana,Waiver,Life,Disconnected,2026-05-06,1,0,0,0
ANgudlumana,Waiver,Life,Do Not Call,2026-05-05,1,1,1,0
ANgudlumana,Waiver,Life,Do Not Call,2026-05-08,1,1,1,0
ANgudlumana,Waiver,Life,Do Not Call,2026-05-12,1,1,1,0
ANgudlumana,Waiver,Life,Do Not Call,2026-05-18,1,1,1,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-04,1,1,1,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-06,3,3,3,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-07,2,2,2,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-08,2,2,2,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-11,1,1,1,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-15,1,1,1,0
ANgudlumana,Waiver,Life,Do not qualify,2026-05-18,3,3,3,0
ANgudlumana,Waiver,Life,Inbound Call,2026-05-11,2,0,0,0
ANgudlumana,Waiver,Life,Inbound Call,2026-05-12,4,0,0,0
ANgudlumana,Waiver,Life,Inbound Call,2026-05-15,2,0,0,0
ANgudlumana,Waiver,Life,Inbound Call,2026-05-18,1,0,0,0
ANgudlumana,Waiver,Life,Inbound Call,2026-05-19,1,0,0,0
ANgudlumana,Waiver,Life,Language Barrier,2026-05-04,1,1,1,0
ANgudlumana,Waiver,Life,Language Barrier,2026-05-12,1,1,1,0
ANgudlumana,Waiver,Life,Language Barrier,2026-05-13,2,2,2,0
ANgudlumana,Waiver,Life,Language Barrier,2026-05-15,1,1,1,0
ANgudlumana,Waiver,Life,Language Barrier,2026-05-18,2,2,2,0
ANgudlumana,Waiver,Life,Language Barrier,2026-05-19,1,1,1,0
ANgudlumana,Waiver,Life,No Answer,2026-05-05,2,0,0,0
ANgudlumana,Waiver,Life,No Answer,2026-05-06,5,0,0,0
ANgudlumana,Waiver,Life,No Answer,2026-05-14,1,0,0,0
ANgudlumana,Waiver,Life,No Answer,2026-05-15,4,0,0,0
ANgudlumana,Waiver,Life,No Answer,2026-05-18,1,0,0,0
ANgudlumana,Waiver,Life,No Answer,2026-05-19,1,0,0,0
ANgudlumana,Waiver,Life,Non Party Contact,2026-05-05,1,1,0,0
ANgudlumana,Waiver,Life,Non Party Contact,2026-05-07,2,2,0,0
ANgudlumana,Waiver,Life,Non Party Contact,2026-05-13,1,1,0,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-04,10,10,10,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-05,3,3,3,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-06,3,3,3,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-07,4,4,4,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-08,5,5,5,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-09,2,2,2,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-11,7,7,7,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-12,6,6,6,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-13,3,3,3,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-14,4,4,4,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-15,8,8,8,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-18,11,11,11,0
ANgudlumana,Waiver,Life,Not Interested,2026-05-19,9,9,9,0
ANgudlumana,Waiver,Life,Number does not exist ,2026-05-04,2,0,0,0
ANgudlumana,Waiver,Life,Number does not exist ,2026-05-07,1,0,0,0
ANgudlumana,Waiver,Life,Number does not exist ,2026-05-12,2,0,0,0
ANgudlumana,Waiver,Life,Number does not exist ,2026-05-18,1,0,0,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-05,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-06,4,4,4,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-07,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-11,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-12,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-13,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-14,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-15,1,1,1,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-18,2,2,2,0
ANgudlumana,Waiver,Life,Pensioner,2026-05-19,1,1,1,0
ANgudlumana,Waiver,Life,SALE,2026-05-04,4,4,4,4
ANgudlumana,Waiver,Life,SALE,2026-05-05,3,3,3,3
ANgudlumana,Waiver,Life,SALE,2026-05-07,5,5,5,5
ANgudlumana,Waiver,Life,SALE,2026-05-08,6,6,6,6
ANgudlumana,Waiver,Life,SALE,2026-05-11,8,8,8,8
ANgudlumana,Waiver,Life,SALE,2026-05-12,4,4,4,4
ANgudlumana,Waiver,Life,SALE,2026-05-13,2,2,2,2
ANgudlumana,Waiver,Life,SALE,2026-05-14,4,4,4,4
ANgudlumana,Waiver,Life,SALE,2026-05-15,6,6,6,6
ANgudlumana,Waiver,Life,SALE,2026-05-18,5,5,5,5
ANgudlumana,Waiver,Life,SALE,2026-05-19,4,4,4,4
ANgudlumana,Waiver,Life,SALE _REFFERAL_DI,2026-05-15,1,1,1,0
ANgudlumana,Waiver,Life,Sale Rework,2026-05-06,1,1,1,1
ANgudlumana,Waiver,Life,Unemployed,2026-05-04,3,3,3,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-05,5,5,5,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-06,2,2,2,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-07,8,8,8,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-08,2,2,2,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-09,3,3,3,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-11,5,5,5,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-12,10,10,10,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-13,4,4,4,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-14,4,4,4,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-15,6,6,6,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-18,10,10,10,0
ANgudlumana,Waiver,Life,Unemployed,2026-05-19,4,4,4,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-04,14,14,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-05,8,8,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-06,10,10,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-07,12,12,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-08,14,14,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-09,3,3,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-11,10,10,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-12,16,16,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-13,12,12,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-14,5,5,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-15,9,9,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-18,18,18,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-19,16,16,0,0
ANgudlumana,Waiver,Life,Wrong number ,2026-05-21,1,1,0,0
APuteni,Waiver,Life,Affordability,2026-05-13,2,2,2,0
APuteni,Waiver,Life,Affordability,2026-05-15,2,2,2,0
APuteni,Waiver,Life,Already contacted ,2026-05-05,1,1,1,0
APuteni,Waiver,Life,Answering Machine,2026-05-14,1,0,0,0
APuteni,Waiver,Life,Answering Machine,2026-05-15,6,0,0,0
APuteni,Waiver,Life,Answering Machine,2026-05-18,10,0,0,0
APuteni,Waiver,Life,Answering Machine,2026-05-20,15,0,0,0
APuteni,Waiver,Life,Auto Alt-Dialling,2026-05-15,2,0,0,0
APuteni,Waiver,Life,Auto Alt-Dialling,2026-05-18,1,0,0,0
APuteni,Waiver,Life,Auto Alt-Dialling,2026-05-20,3,0,0,0
APuteni,Waiver,Life,Callback New Lead,2026-05-05,1,1,1,0
APuteni,Waiver,Life,Callback New Lead,2026-05-20,2,2,2,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-04,16,16,16,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-05,9,9,9,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-12,14,14,14,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-13,16,16,16,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-14,22,22,22,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-15,16,16,16,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-18,9,9,9,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-19,9,9,9,0
APuteni,Waiver,Life,Client Hangup - Pitched ,2026-05-20,15,15,15,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-04,75,75,75,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-05,68,68,68,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-12,51,51,51,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-13,33,33,33,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-14,49,49,49,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-15,37,37,37,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-18,75,75,75,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-19,92,92,92,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-20,105,105,105,0
APuteni,Waiver,Life,Client hangup - No pitch,2026-05-21,2,2,2,0
APuteni,Waiver,Life,Client not Available ,2026-05-04,3,3,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-05,4,4,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-12,7,7,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-13,5,5,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-14,3,3,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-15,3,3,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-18,4,4,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-19,5,5,0,0
APuteni,Waiver,Life,Client not Available ,2026-05-20,3,3,0,0
APuteni,Waiver,Life,Confirmed Deceased,2026-05-12,1,1,0,0
APuteni,Waiver,Life,Customer Prefers Branch,2026-05-19,1,1,1,0
APuteni,Waiver,Life,Do Not Call,2026-05-04,1,1,1,0
APuteni,Waiver,Life,Do Not Call,2026-05-12,1,1,1,0
APuteni,Waiver,Life,Do Not Call,2026-05-15,2,2,2,0
APuteni,Waiver,Life,Do Not Call,2026-05-18,2,2,2,0
APuteni,Waiver,Life,Do Not Call,2026-05-19,1,1,1,0
APuteni,Waiver,Life,Do not qualify,2026-05-15,1,1,1,0
APuteni,Waiver,Life,Do not qualify,2026-05-19,2,2,2,0
APuteni,Waiver,Life,Inbound Abandon,2026-05-13,1,0,0,0
APuteni,Waiver,Life,Language Barrier,2026-05-04,1,1,1,0
APuteni,Waiver,Life,Language Barrier,2026-05-12,1,1,1,0
APuteni,Waiver,Life,Language Barrier,2026-05-13,1,1,1,0
APuteni,Waiver,Life,Language Barrier,2026-05-14,3,3,3,0
APuteni,Waiver,Life,Language Barrier,2026-05-15,2,2,2,0
APuteni,Waiver,Life,Language Barrier,2026-05-18,1,1,1,0
APuteni,Waiver,Life,Language Barrier,2026-05-19,1,1,1,0
APuteni,Waiver,Life,No Answer,2026-05-04,1,0,0,0
APuteni,Waiver,Life,Not Interested,2026-05-04,2,2,2,0
APuteni,Waiver,Life,Not Interested,2026-05-12,2,2,2,0
APuteni,Waiver,Life,Not Interested,2026-05-13,2,2,2,0
APuteni,Waiver,Life,Number does not exist ,2026-05-04,1,0,0,0
APuteni,Waiver,Life,Number does not exist ,2026-05-14,1,0,0,0
APuteni,Waiver,Life,Number does not exist ,2026-05-15,1,0,0,0
APuteni,Waiver,Life,Number does not exist ,2026-05-20,2,0,0,0
APuteni,Waiver,Life,Pensioner,2026-05-04,1,1,1,0
APuteni,Waiver,Life,Pensioner,2026-05-18,1,1,1,0
APuteni,Waiver,Life,Pensioner,2026-05-20,1,1,1,0
APuteni,Waiver,Life,Referral- Device Insurance,2026-05-20,1,1,1,0
APuteni,Waiver,Life,SALE,2026-05-04,4,4,4,4
APuteni,Waiver,Life,SALE,2026-05-05,1,1,1,1
APuteni,Waiver,Life,SALE,2026-05-12,8,8,8,8
APuteni,Waiver,Life,SALE,2026-05-13,8,8,8,8
APuteni,Waiver,Life,SALE,2026-05-14,5,5,5,5
APuteni,Waiver,Life,SALE,2026-05-15,5,5,5,5
APuteni,Waiver,Life,SALE,2026-05-18,7,7,7,7
APuteni,Waiver,Life,SALE,2026-05-19,7,7,7,7
APuteni,Waiver,Life,SALE,2026-05-20,6,6,6,6
APuteni,Waiver,Life,SALE,2026-05-21,1,1,1,1
APuteni,Waiver,Life,Unemployed,2026-05-04,4,4,4,0
APuteni,Waiver,Life,Unemployed,2026-05-05,1,1,1,0
APuteni,Waiver,Life,Unemployed,2026-05-12,1,1,1,0
APuteni,Waiver,Life,Unemployed,2026-05-13,3,3,3,0
APuteni,Waiver,Life,Unemployed,2026-05-14,1,1,1,0
APuteni,Waiver,Life,Unemployed,2026-05-18,7,7,7,0
APuteni,Waiver,Life,Unemployed,2026-05-19,5,5,5,0
APuteni,Waiver,Life,Unemployed,2026-05-20,5,5,5,0
APuteni,Waiver,Life,Wrong number ,2026-05-04,18,18,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-05,17,17,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-12,12,12,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-13,17,17,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-14,22,22,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-15,16,16,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-18,11,11,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-19,15,15,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-20,15,15,0,0
APuteni,Waiver,Life,Wrong number ,2026-05-21,2,2,0,0
AbabaNdela,Waiver,Life,Affordability,2026-05-04,6,6,6,0
AbabaNdela,Waiver,Life,Affordability,2026-05-05,6,6,6,0
AbabaNdela,Waiver,Life,Affordability,2026-05-06,3,3,3,0
AbabaNdela,Waiver,Life,Affordability,2026-05-07,4,4,4,0
AbabaNdela,Waiver,Life,Affordability,2026-05-09,4,4,4,0
AbabaNdela,Waiver,Life,Affordability,2026-05-11,4,4,4,0
AbabaNdela,Waiver,Life,Affordability,2026-05-12,8,8,8,0
AbabaNdela,Waiver,Life,Affordability,2026-05-13,6,6,6,0
AbabaNdela,Waiver,Life,Affordability,2026-05-14,6,6,6,0
AbabaNdela,Waiver,Life,Affordability,2026-05-15,5,5,5,0
AbabaNdela,Waiver,Life,Affordability,2026-05-18,8,8,8,0
AbabaNdela,Waiver,Life,Affordability,2026-05-19,5,5,5,0
AbabaNdela,Waiver,Life,Affordability,2026-05-20,7,7,7,0
AbabaNdela,Waiver,Life,Already contacted ,2026-05-04,1,1,1,0
AbabaNdela,Waiver,Life,Already contacted ,2026-05-07,1,1,1,0
AbabaNdela,Waiver,Life,Already contacted ,2026-05-09,1,1,1,0
AbabaNdela,Waiver,Life,Already contacted ,2026-05-11,1,1,1,0
AbabaNdela,Waiver,Life,Already contacted ,2026-05-13,1,1,1,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-06,23,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-08,1,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-11,11,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-12,2,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-14,1,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-15,9,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-18,8,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-20,30,0,0,0
AbabaNdela,Waiver,Life,Answering Machine,2026-05-21,3,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-06,14,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-11,2,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-12,1,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-18,6,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-19,1,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-20,13,0,0,0
AbabaNdela,Waiver,Life,Auto Alt-Dialling,2026-05-21,1,0,0,0
AbabaNdela,Waiver,Life,Busy ,2026-05-06,1,0,0,0
AbabaNdela,Waiver,Life,Busy ,2026-05-19,1,0,0,0
AbabaNdela,Waiver,Life,Busy ,2026-05-20,1,0,0,0
AbabaNdela,Waiver,Life,Callback New Lead,2026-05-09,1,1,1,0
AbabaNdela,Waiver,Life,Callback New Lead,2026-05-12,1,1,1,0
AbabaNdela,Waiver,Life,Callback New Lead,2026-05-15,2,2,2,0
AbabaNdela,Waiver,Life,Callback New Lead,2026-05-19,1,1,1,0
AbabaNdela,Waiver,Life,Callback New Lead,2026-05-20,5,5,5,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-04,7,7,7,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-05,6,6,6,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-06,6,6,6,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-07,12,12,12,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-08,10,10,10,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-09,5,5,5,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-11,15,15,15,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-12,15,15,15,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-13,14,14,14,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-14,10,10,10,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-15,19,19,19,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-18,16,16,16,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-19,20,20,20,0
AbabaNdela,Waiver,Life,Client Hangup - Pitched ,2026-05-20,14,14,14,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-04,23,23,23,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-05,12,12,12,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-06,13,13,13,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-07,15,15,15,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-08,12,12,12,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-09,8,8,8,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-11,19,19,19,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-12,21,21,21,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-13,26,26,26,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-14,11,11,11,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-15,32,32,32,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-18,32,32,32,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-19,22,22,22,0
AbabaNdela,Waiver,Life,Client hangup - No pitch,2026-05-20,30,30,30,0
AbabaNdela,Waiver,Life,Client not Available ,2026-05-04,6,6,0,0
AbabaNdela,Waiver,Life,Client not Available ,2026-05-05,6,6,0,0
